Source Name	Comment [ENA_SAMPLE]	Comment [BIOSAMPLE]	Comment [Sample_description]	Characteristics [organism]	Characteristics [individual]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [phenotype]	Characteristics [disease]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment [single cell isolation]	Comment [input molecule]	Comment [library construction]	Comment [end bias]	Comment [primer]	Comment [LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment [technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue [single cell identifier]	FactorValue [disease]	FactorValue [stimulus]
GSM3038219 1	SRS3036023	SAMN08687653	34_1_C60_L6_R1_001_q8EOSoqBd5nh	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038219 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038219	not applicable	SRX3782767	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826587	SRR6826587	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826587/SRR6826587.fastq.gz	Latency_model_SAHA_cell_53	normal	SAHA reactivation
GSM3038218 1	SRS3036022	SAMN08687654	34_1_C59_L6_R1_001_HqYtcPzZhZUz	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038218 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038218	not applicable	SRX3782766	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826586	SRR6826586	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826586/SRR6826586.fastq.gz	Latency_model_SAHA_cell_52	normal	SAHA reactivation
GSM3038217 1	SRS3036021	SAMN08687655	34_1_C58_L6_R1_001_LJjo5eY0AxW7	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038217 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038217	not applicable	SRX3782765	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826585	SRR6826585	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826585/SRR6826585.fastq.gz	Latency_model_SAHA_cell_51	normal	SAHA reactivation
GSM3038216 1	SRS3036020	SAMN08687656	34_1_C57_L6_R1_001_T7eZHHNGYTXc	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038216 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038216	not applicable	SRX3782764	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826584	SRR6826584	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826584/SRR6826584.fastq.gz	Latency_model_SAHA_cell_50	normal	SAHA reactivation
GSM3038215 1	SRS3036019	SAMN08687592	34_1_C56_L6_R1_001_ceE5QADhaAh3	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038215 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038215	not applicable	SRX3782763	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826583	SRR6826583	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826583/SRR6826583.fastq.gz	Latency_model_SAHA_cell_49	normal	SAHA reactivation
GSM3038214 1	SRS3036018	SAMN08687593	34_1_C55_L6_R1_001_fssiI5FeIdHf	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038214 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038214	not applicable	SRX3782762	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826582	SRR6826582	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826582/SRR6826582.fastq.gz	Latency_model_SAHA_cell_48	normal	SAHA reactivation
GSM3038213 1	SRS3036017	SAMN08687594	34_1_C53_L6_R1_001_ipUVZxYG39sp	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038213 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038213	not applicable	SRX3782761	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826581	SRR6826581	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826581/SRR6826581.fastq.gz	Latency_model_SAHA_cell_47	normal	SAHA reactivation
GSM3038212 1	SRS3036016	SAMN08687595	34_1_C51_L6_R1_001_V2JVOpY91XCr	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038212 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038212	not applicable	SRX3782760	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826580	SRR6826580	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826580/SRR6826580.fastq.gz	Latency_model_SAHA_cell_46	normal	SAHA reactivation
GSM3038211 1	SRS3036015	SAMN08687596	34_1_C50_L6_R1_001_RAf9jhox2XV1	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038211 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038211	not applicable	SRX3782759	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826579	SRR6826579	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826579/SRR6826579.fastq.gz	Latency_model_SAHA_cell_45	normal	SAHA reactivation
GSM3038210 1	SRS3036013	SAMN08687597	34_1_C48_L6_R1_001_jrlazfd3Gmvo	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038210 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038210	not applicable	SRX3782758	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826578	SRR6826578	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826578/SRR6826578.fastq.gz	Latency_model_SAHA_cell_44	normal	SAHA reactivation
GSM3038209 1	SRS3036012	SAMN08687598	34_1_C44_L6_R1_001_sJYpWUwZM3HH	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038209 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038209	not applicable	SRX3782757	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826577	SRR6826577	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826577/SRR6826577.fastq.gz	Latency_model_SAHA_cell_43	normal	SAHA reactivation
GSM3038208 1	SRS3036011	SAMN08687599	34_1_C43_L6_R1_001_da9Zda9j50py	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038208 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038208	not applicable	SRX3782756	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826576	SRR6826576	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826576/SRR6826576.fastq.gz	Latency_model_SAHA_cell_42	normal	SAHA reactivation
GSM3038207 1	SRS3036039	SAMN08687600	34_1_C42_L6_R1_001_H8zyPPlAwO1C	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038207 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038207	not applicable	SRX3782755	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826575	SRR6826575	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826575/SRR6826575.fastq.gz	Latency_model_SAHA_cell_41	normal	SAHA reactivation
GSM3038206 1	SRS3036010	SAMN08687601	34_1_C41_L6_R1_001_J7gSDc7xSDiD	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038206 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038206	not applicable	SRX3782754	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826574	SRR6826574	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826574/SRR6826574.fastq.gz	Latency_model_SAHA_cell_40	normal	SAHA reactivation
GSM3038205 1	SRS3036009	SAMN08687602	34_1_C40_L6_R1_001_MA5kVXKFcQxY	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038205 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038205	not applicable	SRX3782753	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826573	SRR6826573	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826573/SRR6826573.fastq.gz	Latency_model_SAHA_cell_39	normal	SAHA reactivation
GSM3038204 1	SRS3036008	SAMN08687603	34_1_C38_L6_R1_001_OfdzoCDfBF0P	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038204 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038204	not applicable	SRX3782752	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826572	SRR6826572	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826572/SRR6826572.fastq.gz	Latency_model_SAHA_cell_38	normal	SAHA reactivation
GSM3038203 1	SRS3036007	SAMN08687604	34_1_C37_L6_R1_001_ZKjPDaM6CgUy	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038203 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038203	not applicable	SRX3782751	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826571	SRR6826571	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826571/SRR6826571.fastq.gz	Latency_model_SAHA_cell_37	normal	SAHA reactivation
GSM3038202 1	SRS3036006	SAMN08687605	34_1_C34_L6_R1_001_8Je3V5rLOrQn	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038202 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038202	not applicable	SRX3782750	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826570	SRR6826570	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826570/SRR6826570.fastq.gz	Latency_model_SAHA_cell_36	normal	SAHA reactivation
GSM3038201 1	SRS3036005	SAMN08687606	34_1_C33_L6_R1_001_oUBx790kubNI	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038201 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038201	not applicable	SRX3782749	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826569	SRR6826569	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826569/SRR6826569.fastq.gz	Latency_model_SAHA_cell_35	normal	SAHA reactivation
GSM3038200 1	SRS3036004	SAMN08687607	34_1_C32_L6_R1_001_2J3GjTal2hHJ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038200 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038200	not applicable	SRX3782748	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826568	SRR6826568	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826568/SRR6826568.fastq.gz	Latency_model_SAHA_cell_34	normal	SAHA reactivation
GSM3038199 1	SRS3036003	SAMN08687608	34_1_C31_L6_R1_001_8GSDtmFV1qcG	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038199 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038199	not applicable	SRX3782747	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826567	SRR6826567	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826567/SRR6826567.fastq.gz	Latency_model_SAHA_cell_33	normal	SAHA reactivation
GSM3038198 1	SRS3036002	SAMN08687609	34_1_C29_L6_R1_001_Qnt4K4z8B4fC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038198 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038198	not applicable	SRX3782746	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826566	SRR6826566	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826566/SRR6826566.fastq.gz	Latency_model_SAHA_cell_32	normal	SAHA reactivation
GSM3038197 1	SRS3036000	SAMN08687614	34_1_C28_L6_R1_001_ikWN1yLHNqYr	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038197 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038197	not applicable	SRX3782745	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826565	SRR6826565	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826565/SRR6826565.fastq.gz	Latency_model_SAHA_cell_31	normal	SAHA reactivation
GSM3038196 1	SRS3036001	SAMN08687615	34_1_C27_L6_R1_001_Ul0Gh9Yl5tGY	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038196 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038196	not applicable	SRX3782744	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826564	SRR6826564	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826564/SRR6826564.fastq.gz	Latency_model_SAHA_cell_30	normal	SAHA reactivation
GSM3038195 1	SRS3036028	SAMN08687616	34_1_C26_L6_R1_001_vceh2CUUeI5h	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038195 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038195	not applicable	SRX3782743	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826563	SRR6826563	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826563/SRR6826563.fastq.gz	Latency_model_SAHA_cell_29	normal	SAHA reactivation
GSM3038194 1	SRS3035998	SAMN08687610	34_1_C24_L6_R1_001_eoRiHdsrux3w	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038194 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038194	not applicable	SRX3782742	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826562	SRR6826562	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826562/SRR6826562.fastq.gz	Latency_model_SAHA_cell_28	normal	SAHA reactivation
GSM3038193 1	SRS3035997	SAMN08687611	34_1_C21_L6_R1_001_uQiPDcmKYIcq	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038193 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038193	not applicable	SRX3782741	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826561	SRR6826561	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826561/SRR6826561.fastq.gz	Latency_model_SAHA_cell_27	normal	SAHA reactivation
GSM3038192 1	SRS3036014	SAMN08687612	34_1_C20_L6_R1_001_5d2JsULCjGTd	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038192 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038192	not applicable	SRX3782740	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826560	SRR6826560	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826560/SRR6826560.fastq.gz	Latency_model_SAHA_cell_26	normal	SAHA reactivation
GSM3038191 1	SRS3035995	SAMN08687613	34_1_C19_L6_R1_001_mXKKajpinS8T	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038191 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038191	not applicable	SRX3782739	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826559	SRR6826559	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826559/SRR6826559.fastq.gz	Latency_model_SAHA_cell_25	normal	SAHA reactivation
GSM3038190 1	SRS3035994	SAMN08687617	34_1_C18_L6_R1_001_feQIAHygLl2p	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038190 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038190	not applicable	SRX3782738	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826558	SRR6826558	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826558/SRR6826558.fastq.gz	Latency_model_SAHA_cell_24	normal	SAHA reactivation
GSM3038189 1	SRS3035999	SAMN08687618	34_1_C12_L6_R1_001_cgCt37osoxhm	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038189 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038189	not applicable	SRX3782737	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826557	SRR6826557	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826557/SRR6826557.fastq.gz	Latency_model_SAHA_cell_23	normal	SAHA reactivation
GSM3038188 1	SRS3035992	SAMN08687619	34_1_C11_L6_R1_001_Ro5cFeogJL1I	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038188 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038188	not applicable	SRX3782736	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826556	SRR6826556	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826556/SRR6826556.fastq.gz	Latency_model_SAHA_cell_22	normal	SAHA reactivation
GSM3038187 1	SRS3035991	SAMN08687620	34_1_C10_L6_R1_001_oplDGbhnKSJa	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038187 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038187	not applicable	SRX3782735	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826555	SRR6826555	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826555/SRR6826555.fastq.gz	Latency_model_SAHA_cell_21	normal	SAHA reactivation
GSM3038186 1	SRS3035990	SAMN08687621	34_1_C09_L6_R1_001_UtzHbGfghxmp	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038186 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038186	not applicable	SRX3782734	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826554	SRR6826554	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826554/SRR6826554.fastq.gz	Latency_model_SAHA_cell_20	normal	SAHA reactivation
